Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISBN,ISSN,DOI,Url,Abstract_Note,Date,Date_Added,Date_Modified,Access_Date,Pages,Num_Pages,Issue,Volume,Number_Of_Volumes,Journal_Abbreviation,Short_Title,Series,Series_Number,Series_Text,Series_Title,Publisher,Place,Language,Rights,Type,Archive,Archive_Location,Library_Catalog,Call_Number,Extra,Notes,File_Attachments,Link_Attachments,Manual_Tags,Automatic_Tags,Editor,Series_Editor,Translator,Contributor,Attorney_Agent,Book_Author,Cast_Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed_Author,Scriptwriter,Words_By,Guest,Number,Edition,Running_Time,Scale,Medium,Artwork_Size,Filing_Date,Application_Number,Assignee,Issuing_Authority,Country,Meeting_Name,Conference_Name,Court,References,Reporter,Legal_Status,Priority_Numbers,Programming_Language,Version,System,Code,Code_Number,Section,Session,Committee,History,Legislative_Body
EFMAHW7F,newspaperArticle,2018,"Mas, Cristina",Crònica dels dos rescats de l''Open Arms' i l'incident amb els guardacostes libis,Ara,NA,NA,NA,https://www.ara.cat/internacional/Dos-dies-alta-mar_0_1979802244.html,El vaixell de rescat passa 48 hores entre el salvament dels refugiats i el desembarcament a Itàlia,2018-03-17,2018-09-23T21:24:29Z,2018-09-23T21:29:57Z,2018-09-23T21:24:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/799LJ3NC/Dos-dies-alta-mar_0_1979802244.html,NA,europe; migrants-at-sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2RVNYG5J,newspaperArticle,2018,"Mas, Cristina","La patrullera 648 que va amenaçar Open Arms, un regal d’Itàlia a Líbia",Ara,NA,NA,NA,https://www.ara.cat/internacional/patrullera-amenacar-Open-Arms-Libia_0_1984601662.html,La UE va entrenar la tripulació del vaixell que ha protagonitzat diversos incidents amb ONGs de rescat,2018-03-25,2018-09-23T21:25:04Z,2018-09-23T21:29:00Z,2018-09-23T21:25:04Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/CFTANCF4/patrullera-amenacar-Open-Arms-Libia_0_1984601662.html,NA,europe; migrants-at-sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88AFQCZV,newspaperArticle,2016,"Mas, Cristina; Bertral, Xavier",Refugiats a l'hivern grec,Ara,NA,NA,NA,https://interactius.ara.cat/grecia,50.000 persones esperen en naus i instal·lacions abandonades que Europa els obri les portes,2016-01-01,2018-09-23T21:35:46Z,2018-10-01T10:21:59Z,2018-09-23T21:35:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/3CWHM2G7/grecia.html,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6PNI7D7P,newspaperArticle,2016,"Mas, Cristina; Bertral, Xavier","Idomeni, última parada",Ara,NA,NA,NA,http://interactius.ara.cat/idomeni,"El camp de refugiats a la frontera entre Grècia i Macedònia, el gran fracàs d'Europa",2016-01-01,2018-09-23T21:38:17Z,2018-10-01T10:22:05Z,2018-09-23T21:38:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBCYU78J,newspaperArticle,2018,"Mas, Cristina",¿On són els 116 migrants expulsats de Ceuta per Grande-Marlaksa?,Ara,NA,NA,NA,https://www.ara.cat/internacional/son-migrants-expulsats-Ceuta-Grande-Marlaksa_0_2095590464.html,"Un mes després que el ministre de l’Interior espanyol, Fernando Grande-Marlaska, ordenés l’expulsió exprés al Marroc de 116 migrants que el 23 d’agost havien saltat la tanca de Ceuta, no se sap què se n’ha fet de la majoria dels deportats",2018-09-25,2018-09-25T21:24:52Z,2018-10-01T10:22:14Z,2018-09-25T21:24:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/5WPGATIJ/son-migrants-expulsats-Ceuta-Grande-Marlaksa_0_2095590464.html,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KUGSECZ6,newspaperArticle,2018,"Mas, Cristina","Melilla, la ciutat dels nens perduts",Ara,NA,NA,NA,https://www.ara.cat/internacional/Melilla-ciutat-dels-nens-perduts_0_2094990530.html,"Menors no acompanyats, molts dels quals volen anar a Catalunya, malviuen i pateixen abusos al carrer",2018-09-24,2018-09-25T21:25:21Z,2018-09-25T21:28:13Z,2018-09-25T21:25:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/9VTWZ8NM/Melilla-ciutat-dels-nens-perduts_0_2094990530.html,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EBQUFS6U,newspaperArticle,2018,NA,"França, Alemanya, Espanya i Portugal es repartiran els 58 immigrants de l''Aquarius'",Ara,NA,NA,NA,https://www.ara.cat/internacional/Franca-rebutja-Aquarius-desembarqui-Marsella_0_2094990619.html,El vaixell de rescat humanitari atracarà finalment a Malta,2018-09-25,2018-09-25T21:26:00Z,2018-09-25T21:27:40Z,2018-09-25T21:26:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/CEZU24RQ/Franca-rebutja-Aquarius-desembarqui-Marsella_0_2094990619.html,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5E9QVNGR,newspaperArticle,2018,"G, Mirian","At the border, my son was taken from me",CNN,NA,NA,NA,https://www.cnn.com/2018/05/29/opinions/immigration-separation-mother-son-mirian/index.html,"""I am proof that parents who are legally seeking asylum are being separated from their children for seemingly no reason,"" writes Mirian G., who came to the US from Honduras, and was separated from her 18-month-old child.",2018-05-29,2018-09-25T21:31:28Z,2018-09-25T21:32:37Z,2018-09-25T21:31:28Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/MYFZ4S44/index.html,NA,child-separation; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3N3DGKZ,newspaperArticle,2017,"CNN, Daniella Diaz",Kelly: DHS is considering separating undocumented children from their parents at the border,CNN,NA,NA,NA,https://www.cnn.com/2017/03/06/politics/john-kelly-separating-children-from-parents-immigration-border/index.html,Secretary of Homeland Security John Kelly confirmed that the department is considering separating children from their parents at the border.,2017-03-07,2018-09-25T21:32:56Z,2018-09-25T21:37:55Z,2018-09-25T21:32:56Z,NA,NA,NA,NA,NA,NA,Kelly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/6H5SDK56/index.html,NA,child-separation; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV5GP2V8,journalArticle,2010,"Lydgate, Joanna",A Review of Operation Streamline,"The Chief Justice Earl  Warren Institute on Race,  Ethnicity & Diversity Policy Brief",NA,NA,NA,NA,NA,2010-01-01,2018-09-25T21:34:44Z,2018-09-30T00:46:48Z,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,Zotero,NA,NA,NA,/Users/palmer/Zotero/storage/6HPBCLQM/Lydgate - A Review of Operation Streamline.pdf,NA,us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YTHBYWXI,newspaperArticle,2018,"Nathan, Debbie",Hidden Horrors of “Zero Tolerance” — Mass Trials and Children Taken From Their Parents,The Intercept,NA,NA,NA,https://theintercept.com/2018/05/29/zero-tolerance-border-policy-immigration-mass-trials-children/,NA,2018-05-29,2018-09-25T21:37:03Z,2018-10-01T17:16:14Z,2018-09-25T21:37:03Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/BWAUJYHC/zero-tolerance-border-policy-immigration-mass-trials-children.html,NA,child-separation; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9RY59BTU,journalArticle,2016,"Massey, Douglas S.; Durand, Jorge; Pren, Karen A.",Why Border Enforcement Backfired,AJS; American journal of sociology,NA,0002-9602,10.1086/684200,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5049707/,"In this article we undertake a systematic analysis of why border enforcement backfired as a strategy of immigration control in the United States. We argue theoretically that border enforcement emerged as a policy response to a moral panic about the perceived threat of Latino immigration to the United States propounded by self-interested bureaucrats, politicians, and pundits who sought to mobilize political and material resources for their own benefit. The end result was a self-perpetuating cycle of rising enforcement and increased apprehensions that resulted in the militarization of the border in a way that was disconnected from the actual size of the undocumented flow. Using an instrumental variable approach, we show how border militarization affected the behavior of unauthorized migrants and border outcomes to transform undocumented Mexican migration from a circular flow of male workers going to three states into an eleven-million person population of settled families living in 50 states.",2016-03-01,2018-09-25T21:38:57Z,2018-09-30T00:47:07Z,2018-09-25T21:38:57Z,1557-1600,NA,5,121,NA,AJS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PubMed Central,NA,PMID: 27721512 PMCID: PMC5049707,NA,/Users/palmer/Zotero/storage/MHNYG53D/Massey et al. - 2016 - Why Border Enforcement Backfired.pdf;,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5049707/,us; enforcement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DFHULWYT,newspaperArticle,2018,"Krugman, Paul",Opinion | Return of the Blood Libel,The New York Times,NA,0362-4331,NA,https://www.nytimes.com/2018/06/21/opinion/blood-libel-trump-immigrants.html,"There’s no immigration crisis, just a hatred crisis.",2018-06-26,2018-09-25T21:43:54Z,2018-09-25T21:44:19Z,2018-09-25T21:43:54Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NYTimes.com,NA,NA,NA,/Users/palmer/Zotero/storage/PES7HDSS/blood-libel-trump-immigrants.html,NA,us,"Illegal Immigration; Immigration and Emigration; Trump, Donald J; United States Politics and Government; Anti-Semitism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opinion,NA,NA,NA,NA
GJWFJFFR,magazineArticle,2018,"Cassidy, John",Why a Rogue President Was Forced to Back Down on Family Separation,The New Yorker,NA,0028-792X,NA,https://www.newyorker.com/news/our-columnists/why-a-rogue-president-was-forced-to-back-down-on-family-separation,"Clearly, Trump didn’t make this U-turn because he had grown tired of fear-mongering and racial incitement, or because he had experienced a crisis of conscience.",2018-06-21,2018-09-25T21:45:17Z,2018-09-25T21:45:25Z,2018-09-25T21:45:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,www.newyorker.com,NA,NA,NA,/Users/palmer/Zotero/storage/ENCR7CCE/why-a-rogue-president-was-forced-to-back-down-on-family-separation.html,NA,child-separation; us,donald trump; immigration; border crisis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z87ED3BV,magazineArticle,2018,"Packer, George","Dr. Ruth, Dr. Kissinger, and Trump’s Cruelty to Families",The New Yorker,NA,0028-792X,NA,https://www.newyorker.com/news/daily-comment/dr-ruth-dr-kissinger-and-trumps-cruelty-to-families,"In the fall of 2015, Dr. Ruth told the story of the Evian Conference, in 1938, where countries from around the world debated the plight of Germany’s Jews.",2018-06-12,2018-09-25T21:45:57Z,2018-09-25T21:46:05Z,2018-09-25T21:45:57Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,www.newyorker.com,NA,NA,NA,/Users/palmer/Zotero/storage/9UK8TTN2/dr-ruth-dr-kissinger-and-trumps-cruelty-to-families.html,NA,child-separation; us,refugees; border crisis; dr ruth; germany; henry kissinger; syria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3IJHAI9,newspaperArticle,2018,"Fonda, Jane; Musalo, Karen",Opinion | Her Husband Beat Her and Raped Her. Jeff Sessions Might Deport Her.,The New York Times,NA,0362-4331,NA,https://www.nytimes.com/2018/05/17/opinion/jeff-sessions-asylum-domestic-violence.html,The attorney general has taken personal charge of a case that could mean the end of asylum status for domestic violence victims in the U.S.,2018-06-09,2018-09-25T21:46:33Z,2018-09-25T21:46:41Z,2018-09-25T21:46:33Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NYTimes.com,NA,NA,NA,/Users/palmer/Zotero/storage/77Q7KZKQ/jeff-sessions-asylum-domestic-violence.html,NA,refugees; us,"Asylum, Right of; Domestic Violence; Sessions, Jefferson B III; Women and Girls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opinion,NA,NA,NA,NA
4AA3TG9C,newspaperArticle,2018,"Mas, Cristina",Separar els fills dels pares: la nova política de Trump per aterrir els refugiats,Ara,NA,NA,NA,https://www.ara.cat/internacional/Separar-politica-Trump-aterrir-refugiats_0_2025997522.html,El govern deté ara els adults a la frontera per processar-los i envia les criatures a centres de menors,2018-06-01,2018-09-25T21:46:56Z,2018-09-28T08:46:06Z,2018-09-25T21:46:56Z,NA,NA,NA,NA,NA,NA,Separar els fills dels pares,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/QJ2ZCNDE/Separar-politica-Trump-aterrir-refugiats_0_2025997522.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWYZMSVS,newspaperArticle,2018,NA,Must watch: Chris Hayes on 'despicable' new Trump policy,MSNBC,NA,NA,NA,https://www.msnbc.com/all-in/watch/trump-administration-separating-parents-and-children-at-border-1242280003606,"The United States government is now systematically taking children as young as 53 weeks old away from their parents at the border, thanks to new directives issued by the Trump administration.",2018-05-26,2018-09-25T21:47:04Z,2018-09-25T21:50:06Z,2018-09-25T21:47:04Z,NA,NA,NA,NA,NA,NA,Must watch,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/3XAMN3HG/trump-administration-separating-parents-and-children-at-border-1242280003606.html,NA,child-separation; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VC7ZAI7A,newspaperArticle,2018,NA,Sen. describes immigrants held in cages 'like dog kennels',MSNBC,NA,NA,NA,https://www.msnbc.com/all-in/watch/sen-describes-immigrants-held-in-cages-like-dog-kennels-1248184387944,"Senator Jeff Merkley describes seeing recently arrived immigrants held in ""cages that looked a lot like dog kennels"" at a Customs and Border Protection facility in McAllen, Texas, where children were also being separated from their parents.",2018-06-05,2018-09-25T21:47:20Z,2018-09-25T21:48:53Z,2018-09-25T21:47:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/6LG9V4WZ/sen-describes-immigrants-held-in-cages-like-dog-kennels-1248184387944.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23IIKKC6,newspaperArticle,2018,"Duane, Daniel",City of Exiles,The California Sunday Magazine,NA,NA,NA,https://story.californiasunday.com/tijuana-city-of-exiles,"Every month, thousands of deportees from the United States and hundreds of asylum-seekers from around the world arrive in Tijuana. Many never leave.",2018-05-30,2018-09-25T21:51:42Z,2018-09-25T21:53:08Z,2018-09-25T21:51:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/939AIRXT/tijuana-city-of-exiles.html,NA,us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265TNKK7,newspaperArticle,2018,"Mas, Cristina",La persecució dels subsaharians al Marroc empeny també els que no volien marxar a Europa,Ara,NA,NA,NA,https://www.ara.cat/internacional/persecucio-subsaharians-empeny-Marroc-Europa_0_2093790717.html,Treballadores domèstiques amb residència legal no s'escapen a les deportacions,2018-09-23,2018-09-28T08:43:40Z,2018-09-28T08:45:44Z,2018-09-28T08:43:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/VFBPXADY/persecucio-subsaharians-empeny-Marroc-Europa_0_2093790717.html,NA,europe; spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6NHSCZ9,newspaperArticle,2018,"Mas, Cristina",Morts a les portes d’Espanya i enterrats sense nom al Marroc,Ara,NA,NA,NA,https://www.ara.cat/internacional/Morts-nom-comiat-portes-Espanya_0_2094390590.html,El cementiri de Nador rep cada dia migrants que han perdut la vida al mar o a la tanca de Melilla,2018-09-23,2018-09-28T08:44:00Z,2018-09-28T08:45:12Z,2018-09-28T08:44:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/BL63JA28/Morts-nom-comiat-portes-Espanya_0_2094390590.html,NA,europe; spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LNBEI3SP,newspaperArticle,2018,"Mas, Cristina",La policia marroquina decideix qui pot demanar asil a Espanya,Ara,NA,NA,NA,https://www.ara.cat/internacional/policia-marroquina-decideix-demanar-Espanya_0_2094990547.html,Refugiats a Melilla relaten les traves per accedir a l’oficina d’asil de la ciutat,2018-09-25,2018-09-28T08:44:11Z,2018-09-28T08:44:58Z,2018-09-28T08:44:11Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/MIWFQRQ3/policia-marroquina-decideix-demanar-Espanya_0_2094990547.html,NA,europe; spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUIAUYVP,newspaperArticle,2018,NA,Follow the money: What are the EU's migration policy priorities?,DW,NA,NA,NA,https://www.dw.com/en/follow-the-money-what-are-the-eus-migration-policy-priorities/a-42588136,"From tackling the root causes of migration to fighting human trafficking: The EU has many different goals for its migration policy. On paper they are sold as equal. Financially, they are not, as DW data analysis shows.",2018-02-15,2018-09-28T09:51:15Z,2018-09-28T10:02:09Z,2018-09-28T09:51:15Z,NA,NA,NA,NA,NA,NA,Follow the money,NA,NA,NA,NA,NA,NA,en_GB,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/TEM8KAXT/a-42588136.html,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G6TZPDLY,newspaperArticle,2018,"Nielsen, Nikolaj",Frontex: Europe's new law enforcement agency?,EU Observer,NA,NA,NA,https://euobserver.com/justice/141062,The past 18 months have seen the EU's border agency Frontex morph into a law enforcement as it steps up efforts to crack down on crime and terrorism.,2018-02-22,2018-09-28T09:53:36Z,2018-09-28T10:03:06Z,2018-09-28T09:53:36Z,NA,NA,NA,NA,NA,NA,[Analysis] Frontex,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/8LPHEAJU/141062.html,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QXBBTKGY,newspaperArticle,2018,"Lennard, Natasha",Trump’s Plan to Deny Green Cards to People on Medicaid or Food Stamps Is a Full-Blown Attack on the Immigrant Poor,The Intercept,NA,NA,NA,https://theintercept.com/,NA,2018-09-26,2018-09-28T10:00:51Z,2018-09-28T10:04:10Z,2018-09-28T10:00:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/2NBVHW7L/public-charge-immigration-green-card.html,NA,"us, lprs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS2CMFSA,newspaperArticle,2018,"Currier, Cora","Prosecuting Parents — and Separating Families — Was Meant to Deter Migration, Signed Memo Confirms",The Intercept,NA,NA,NA,https://theintercept.com/2018/09/25/family-separation-border-crossings-zero-tolerance/,NA,2018-09-25,2018-09-28T10:06:13Z,2018-09-28T10:07:28Z,2018-09-28T10:06:12Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/98YW32JU/family-separation-deported-parents.html,NA,child-separation; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6WWJRRAK,newspaperArticle,2018,"Currier, Cora","Queen Esther on the Rio Grande: Prosecuting Parents — and Separating Families — Was Meant to Deter Migration, Signed Memo Confirms",The Intercept,NA,NA,NA,https://theintercept.com/2018/09/25/family-separation-border-crossings-zero-tolerance/,NA,2018-09-25,2018-09-28T10:06:33Z,2018-09-28T10:07:34Z,2018-09-28T10:06:33Z,NA,NA,NA,NA,NA,NA,Queen Esther on the Rio Grande,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/7TMGSDV6/family-reunification-separated-children-immigrant-mothers.html,NA,child-separation; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
